image,ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT
img_00005.jpg,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.8799999952316284,0.025714285671710968,0.025714285671710968,0.025714285671710968
img_00007.jpg,0.6456435918807983,0.025714285671710968,0.08172791451215744,0.1516972929239273,0.025714285671710968,0.07677619159221649,0.025714285671710968,0.025714285671710968
img_00009.jpg,0.8799999952316284,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.025714285671710968
img_00018.jpg,0.8799999952316284,0.03981802240014076,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.025714285671710968
img_00027.jpg,0.05749420449137688,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.23896121978759766,0.025714285671710968,0.6752782464027405
img_00030.jpg,0.08635681122541428,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.8381333947181702,0.025714285671710968,0.025714285671710968,0.07029527425765991
img_00040.jpg,0.05910106375813484,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.266771137714386,0.33969199657440186,0.29320797324180603
img_00046.jpg,0.8799999952316284,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.0928371474146843,0.025714285671710968,0.025714285671710968,0.025714285671710968
img_00053.jpg,0.8799999952316284,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.025714285671710968
img_00071.jpg,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.8799999952316284,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.025714285671710968
img_00075.jpg,0.5748246312141418,0.08897215873003006,0.025714285671710968,0.025714285671710968,0.05107923597097397,0.19748638570308685,0.032339390367269516,0.052539627999067307
img_00102.jpg,0.07680760324001312,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.05785146355628967,0.8394251465797424
img_00103.jpg,0.8799999952316284,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.0724707618355751
img_00109.jpg,0.8799999952316284,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.025714285671710968
img_00119.jpg,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.8799999952316284,0.025714285671710968,0.025714285671710968,0.025714285671710968
img_00120.jpg,0.10667327046394348,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.03568895161151886,0.025714285671710968,0.8411363363265991
img_00125.jpg,0.8799999952316284,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.025714285671710968
img_00128.jpg,0.025714285671710968,0.0468597337603569,0.8799999952316284,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.04532012715935707
img_00129.jpg,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.21373766660690308,0.5501024723052979,0.1849321573972702
img_00133.jpg,0.04631437361240387,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.8799999952316284,0.025714285671710968,0.025714285671710968,0.025714285671710968
img_00138.jpg,0.8799999952316284,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.025714285671710968
img_00141.jpg,0.025714285671710968,0.025714285671710968,0.8799999952316284,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.09291093051433563
img_00152.jpg,0.05204199627041817,0.025714285671710968,0.06640130281448364,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.8438499569892883
img_00161.jpg,0.03635881096124649,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.8799999952316284
img_00164.jpg,0.1396973431110382,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.7701327800750732,0.0368843711912632,0.025714285671710968,0.042336948215961456
